Date,Open,High,Low,Close,AdjClose,Volume
2020-08-11,5175.00 ,5250.00 ,5150.00 ,5225.00 ,4467.63 ,19877700.00 
2020-08-10,5275.00 ,5275.00 ,5125.00 ,5125.00 ,4382.13 ,30588200.00 
2020-08-07,5225.00 ,5300.00 ,5100.00 ,5275.00 ,4510.38 ,35036700.00 
2020-08-06,5075.00 ,5225.00 ,5050.00 ,5225.00 ,4467.63 ,45906700.00 
2020-08-05,4970.00 ,5100.00 ,4950.00 ,5050.00 ,4318.00 ,22883900.00 
2020-08-04,4900.00 ,4960.00 ,4900.00 ,4960.00 ,4241.04 ,32307000.00 
2020-08-03,5100.00 ,5150.00 ,4860.00 ,4880.00 ,4172.64 ,66053200.00 
2020-07-30,5025.00 ,5225.00 ,5000.00 ,5150.00 ,4403.50 ,32720500.00 
2020-07-29,5175.00 ,5225.00 ,5050.00 ,5075.00 ,4339.37 ,32010100.00 
2020-07-28,5175.00 ,5225.00 ,5100.00 ,5175.00 ,4424.88 ,30210400.00 
2020-07-27,5075.00 ,5150.00 ,5025.00 ,5125.00 ,4382.13 ,17645200.00 
2020-07-24,5175.00 ,5175.00 ,5000.00 ,5050.00 ,4318.00 ,32338100.00 
2020-07-23,5300.00 ,5325.00 ,5125.00 ,5175.00 ,4424.88 ,27787400.00 
2020-07-22,5375.00 ,5400.00 ,5200.00 ,5300.00 ,4531.76 ,29493500.00 
2020-07-21,5100.00 ,5450.00 ,5100.00 ,5375.00 ,4595.89 ,51878900.00 
2020-07-20,5200.00 ,5225.00 ,5025.00 ,5100.00 ,4360.75 ,24829000.00 
2020-07-17,5300.00 ,5300.00 ,5200.00 ,5200.00 ,4446.25 ,46235300.00 
2020-07-16,5150.00 ,5350.00 ,5150.00 ,5250.00 ,4489.01 ,72113500.00 
2020-07-15,4990.00 ,5200.00 ,4970.00 ,5150.00 ,4403.50 ,64249400.00 
2020-07-14,4900.00 ,4950.00 ,4880.00 ,4950.00 ,4232.49 ,22418400.00 
2020-07-13,4850.00 ,4910.00 ,4850.00 ,4900.00 ,4189.74 ,22481400.00 
2020-07-10,4880.00 ,4920.00 ,4830.00 ,4830.00 ,4129.89 ,23181700.00 
2020-07-09,4930.00 ,5000.00 ,4880.00 ,4900.00 ,4189.74 ,33377800.00 
2020-07-08,4840.00 ,4930.00 ,4770.00 ,4910.00 ,4198.29 ,45246000.00 
2020-07-07,4900.00 ,4910.00 ,4800.00 ,4830.00 ,4129.89 ,46178600.00 
2020-07-06,4860.00 ,4900.00 ,4840.00 ,4840.00 ,4138.44 ,17783800.00 
2020-07-03,4880.00 ,4910.00 ,4840.00 ,4850.00 ,4146.99 ,20400200.00 
2020-07-02,4830.00 ,4890.00 ,4810.00 ,4870.00 ,4164.09 ,26575000.00 
2020-07-01,4800.00 ,4860.00 ,4770.00 ,4810.00 ,4112.79 ,22586000.00 
2020-06-30,4840.00 ,4880.00 ,4800.00 ,4800.00 ,4104.23 ,25197000.00 
2020-06-29,4900.00 ,4900.00 ,4750.00 ,4800.00 ,4104.23 ,29368700.00 
2020-06-26,4950.00 ,4950.00 ,4900.00 ,4900.00 ,4189.74 ,24019200.00 
2020-06-25,4840.00 ,4920.00 ,4800.00 ,4900.00 ,4189.74 ,34952700.00 
2020-06-24,4920.00 ,5050.00 ,4900.00 ,5000.00 ,4141.00 ,55421700.00 
2020-06-23,4890.00 ,4940.00 ,4850.00 ,4900.00 ,4058.18 ,29490500.00 
2020-06-22,4930.00 ,4940.00 ,4850.00 ,4890.00 ,4049.90 ,25097200.00 
2020-06-19,4830.00 ,4910.00 ,4800.00 ,4890.00 ,4049.90 ,62874800.00 
2020-06-18,4970.00 ,4970.00 ,4800.00 ,4800.00 ,3975.36 ,40331900.00 
2020-06-17,4990.00 ,5000.00 ,4910.00 ,4970.00 ,4116.16 ,24744500.00 
2020-06-16,4800.00 ,5000.00 ,4800.00 ,4970.00 ,4116.16 ,38736700.00 
2020-06-15,4800.00 ,4850.00 ,4700.00 ,4740.00 ,3925.67 ,42880500.00 
2020-06-12,4590.00 ,4820.00 ,4400.00 ,4790.00 ,3967.08 ,45837700.00 
2020-06-11,4840.00 ,4840.00 ,4660.00 ,4700.00 ,3892.54 ,53920100.00 
2020-06-10,5025.00 ,5025.00 ,4650.00 ,4850.00 ,4016.77 ,39812900.00 
2020-06-09,5100.00 ,5125.00 ,4980.00 ,5000.00 ,4141.00 ,43049500.00 
2020-06-08,5250.00 ,5250.00 ,4990.00 ,5025.00 ,4161.71 ,53808200.00 
2020-06-05,4780.00 ,5025.00 ,4670.00 ,5000.00 ,4141.00 ,63578800.00 
2020-06-04,4950.00 ,4960.00 ,4740.00 ,4760.00 ,3942.23 ,82711000.00 
2020-06-03,4750.00 ,4950.00 ,4680.00 ,4890.00 ,4049.90 ,76654100.00 
2020-06-02,4760.00 ,4950.00 ,4630.00 ,4730.00 ,3917.39 ,72425900.00 
2020-05-29,4520.00 ,4770.00 ,4470.00 ,4770.00 ,3950.52 ,164786500.00 
2020-05-28,4370.00 ,4580.00 ,4350.00 ,4540.00 ,3760.03 ,86825700.00 
2020-05-27,4350.00 ,4390.00 ,4220.00 ,4350.00 ,3602.67 ,68841200.00 
2020-05-26,3970.00 ,4360.00 ,3970.00 ,4330.00 ,3586.11 ,116041900.00 
2020-05-20,3950.00 ,3980.00 ,3870.00 ,3970.00 ,3287.96 ,38965700.00 
2020-05-19,4000.00 ,4040.00 ,3940.00 ,3950.00 ,3271.39 ,77238800.00 
2020-05-18,3720.00 ,3950.00 ,3710.00 ,3910.00 ,3238.26 ,88368200.00 
2020-05-15,3590.00 ,3720.00 ,3560.00 ,3710.00 ,3072.62 ,65284900.00 
2020-05-14,3700.00 ,3710.00 ,3530.00 ,3570.00 ,2956.68 ,80570900.00 
2020-05-13,3820.00 ,3820.00 ,3710.00 ,3730.00 ,3089.19 ,44974600.00 
2020-05-12,3920.00 ,3920.00 ,3780.00 ,3820.00 ,3163.73 ,58347900.00 
2020-05-11,3760.00 ,3920.00 ,3750.00 ,3920.00 ,3246.55 ,79511800.00 
2020-05-08,3690.00 ,3740.00 ,3600.00 ,3740.00 ,3097.47 ,63346500.00 
2020-05-06,3610.00 ,3680.00 ,3580.00 ,3640.00 ,3014.65 ,70425000.00 
2020-05-05,3630.00 ,3660.00 ,3580.00 ,3610.00 ,2989.80 ,54983300.00 
2020-05-04,3750.00 ,3750.00 ,3610.00 ,3610.00 ,2989.80 ,71301800.00 
2020-04-30,3750.00 ,3860.00 ,3720.00 ,3850.00 ,3188.57 ,92257000.00 
2020-04-29,3770.00 ,3780.00 ,3650.00 ,3690.00 ,3056.06 ,40557200.00 
2020-04-28,3750.00 ,3790.00 ,3630.00 ,3740.00 ,3097.47 ,53532700.00 
2020-04-27,3670.00 ,3760.00 ,3570.00 ,3710.00 ,3072.62 ,45682200.00 
2020-04-24,3760.00 ,3760.00 ,3610.00 ,3630.00 ,3006.37 ,49597000.00 
2020-04-23,3700.00 ,3790.00 ,3650.00 ,3760.00 ,3114.03 ,85068700.00 
2020-04-22,3600.00 ,3660.00 ,3450.00 ,3640.00 ,3014.65 ,76750500.00 
2020-04-21,3710.00 ,3740.00 ,3610.00 ,3640.00 ,3014.65 ,36590700.00 
2020-04-20,3800.00 ,3830.00 ,3710.00 ,3720.00 ,3080.91 ,50406600.00 
2020-04-17,3680.00 ,3840.00 ,3680.00 ,3800.00 ,3147.16 ,78593000.00 
2020-04-16,3780.00 ,3780.00 ,3620.00 ,3620.00 ,2998.09 ,61494300.00 
2020-04-15,4000.00 ,4000.00 ,3800.00 ,3820.00 ,3163.73 ,86149800.00 
2020-04-14,3960.00 ,4030.00 ,3920.00 ,3960.00 ,3279.67 ,64571400.00 
2020-04-13,4090.00 ,4150.00 ,3920.00 ,3960.00 ,3279.67 ,27520900.00 
2020-04-09,3870.00 ,4120.00 ,3870.00 ,4090.00 ,3387.34 ,53526100.00 
2020-04-08,4000.00 ,4030.00 ,3810.00 ,3850.00 ,3188.57 ,55980400.00 
2020-04-07,4060.00 ,4250.00 ,3960.00 ,4060.00 ,3362.49 ,79018000.00 
2020-04-06,3920.00 ,4040.00 ,3880.00 ,4030.00 ,3337.65 ,71205800.00 
2020-04-03,3990.00 ,4050.00 ,3860.00 ,3900.00 ,3229.98 ,42577100.00 
2020-04-02,3670.00 ,3930.00 ,3580.00 ,3930.00 ,3254.83 ,39717300.00 
2020-04-01,3880.00 ,4090.00 ,3650.00 ,3770.00 ,3122.32 ,78042900.00 
2020-03-31,3880.00 ,3980.00 ,3740.00 ,3900.00 ,3229.98 ,62534800.00 
2020-03-30,4080.00 ,4080.00 ,3800.00 ,3800.00 ,3147.16 ,45490800.00 
2020-03-27,3650.00 ,4360.00 ,3650.00 ,4080.00 ,3379.06 ,150312000.00 
2020-03-26,3220.00 ,3680.00 ,3220.00 ,3620.00 ,2998.09 ,180290700.00 
2020-03-24,3570.00 ,3610.00 ,3280.00 ,3280.00 ,2716.50 ,89502100.00 
2020-03-23,3780.00 ,3780.00 ,3520.00 ,3520.00 ,2915.27 ,40318500.00 
2020-03-20,3890.00 ,3900.00 ,3590.00 ,3780.00 ,3130.60 ,141147800.00 
2020-03-19,4020.00 ,4020.00 ,3860.00 ,3860.00 ,3196.85 ,27066700.00 
2020-03-18,4290.00 ,4350.00 ,3980.00 ,4150.00 ,3437.03 ,61972000.00 
2020-03-17,4590.00 ,4600.00 ,4270.00 ,4270.00 ,3536.42 ,67166600.00 
2020-03-16,4770.00 ,4770.00 ,4530.00 ,4590.00 ,3801.44 ,55655900.00 
2020-03-13,4910.00 ,4910.00 ,4910.00 ,4910.00 ,4066.46 ,-
2020-03-12,5000.00 ,5025.00 ,4820.00 ,4910.00 ,4066.46 ,64824200.00 
2020-03-11,5150.00 ,5175.00 ,5050.00 ,5125.00 ,4244.53 ,45134700.00 
2020-03-10,5100.00 ,5325.00 ,5100.00 ,5150.00 ,4265.23 ,86444600.00 
2020-03-09,5500.00 ,5500.00 ,5025.00 ,5025.00 ,4161.71 ,87904100.00 
2020-03-06,5950.00 ,5950.00 ,5675.00 ,5675.00 ,4700.04 ,31282500.00 
2020-03-05,6025.00 ,6050.00 ,5875.00 ,6050.00 ,5010.61 ,40537300.00 
2020-03-04,5900.00 ,6025.00 ,5875.00 ,5975.00 ,4948.50 ,43566600.00 
2020-03-03,5850.00 ,5975.00 ,5775.00 ,5900.00 ,4886.38 ,53817300.00 
2020-03-02,5700.00 ,5850.00 ,5625.00 ,5700.00 ,4720.74 ,63765800.00 
2020-02-28,5850.00 ,5850.00 ,5525.00 ,5525.00 ,4575.81 ,100693900.00 
2020-02-27,6100.00 ,6100.00 ,5950.00 ,5950.00 ,4927.79 ,44801100.00 
2020-02-26,6100.00 ,6150.00 ,6050.00 ,6050.00 ,5010.61 ,34453700.00 
2020-02-25,6000.00 ,6275.00 ,5975.00 ,6225.00 ,5155.55 ,40723200.00 
2020-02-24,6050.00 ,6150.00 ,6025.00 ,6100.00 ,5052.02 ,34190600.00 
2020-02-21,6275.00 ,6300.00 ,6150.00 ,6200.00 ,5134.84 ,33804700.00 
2020-02-20,6275.00 ,6275.00 ,6125.00 ,6275.00 ,5196.96 ,37995400.00 
2020-02-19,6175.00 ,6250.00 ,6150.00 ,6250.00 ,5176.25 ,35186100.00 
2020-02-18,6050.00 ,6200.00 ,6050.00 ,6100.00 ,5052.02 ,27960300.00 
2020-02-17,6150.00 ,6175.00 ,6050.00 ,6100.00 ,5052.02 ,16567600.00 
2020-02-14,5975.00 ,6100.00 ,5925.00 ,6100.00 ,5052.02 ,60901000.00 
2020-02-13,5975.00 ,6025.00 ,5925.00 ,5950.00 ,4927.79 ,33021700.00 
2020-02-12,6075.00 ,6100.00 ,5925.00 ,5975.00 ,4948.50 ,51100700.00 
2020-02-11,6300.00 ,6300.00 ,6050.00 ,6100.00 ,5052.02 ,54325000.00 
2020-02-10,6400.00 ,6400.00 ,6175.00 ,6200.00 ,5134.84 ,45366900.00 
2020-02-07,6550.00 ,6550.00 ,6400.00 ,6400.00 ,5300.48 ,13918700.00 
2020-02-06,6500.00 ,6525.00 ,6425.00 ,6500.00 ,5383.30 ,26015800.00 
2020-02-05,6450.00 ,6500.00 ,6300.00 ,6400.00 ,5300.48 ,32227100.00 
2020-02-04,6350.00 ,6450.00 ,6300.00 ,6400.00 ,5300.48 ,46272800.00 
2020-02-03,6275.00 ,6425.00 ,6250.00 ,6275.00 ,5196.96 ,34538400.00 
2020-01-31,6650.00 ,6675.00 ,6350.00 ,6350.00 ,5259.07 ,66460400.00 
2020-01-30,6775.00 ,6800.00 ,6625.00 ,6625.00 ,5486.83 ,25324800.00 
2020-01-29,6850.00 ,6850.00 ,6750.00 ,6825.00 ,5652.47 ,12646100.00 
2020-01-28,6675.00 ,6825.00 ,6650.00 ,6825.00 ,5652.47 ,23466100.00 
2020-01-27,6975.00 ,6975.00 ,6700.00 ,6725.00 ,5569.65 ,17470800.00 
2020-01-24,7000.00 ,7050.00 ,6975.00 ,6975.00 ,5776.70 ,13710000.00 
2020-01-23,7050.00 ,7100.00 ,7000.00 ,7050.00 ,5838.81 ,18020200.00 
2020-01-22,7025.00 ,7075.00 ,6975.00 ,7000.00 ,5797.40 ,20100300.00 
2020-01-21,7025.00 ,7025.00 ,6925.00 ,7025.00 ,5818.11 ,12520300.00 
2020-01-20,7100.00 ,7125.00 ,6975.00 ,7000.00 ,5797.40 ,22389100.00 
2020-01-17,7075.00 ,7150.00 ,7000.00 ,7075.00 ,5859.52 ,26714800.00 
2020-01-16,7125.00 ,7200.00 ,7075.00 ,7125.00 ,5900.93 ,38504400.00 
2020-01-15,7150.00 ,7250.00 ,7025.00 ,7200.00 ,5963.04 ,38535100.00 
2020-01-14,6975.00 ,7175.00 ,6925.00 ,7175.00 ,5942.34 ,41214400.00 
2020-01-13,6850.00 ,6925.00 ,6825.00 ,6925.00 ,5735.29 ,29585200.00 
2020-01-10,6900.00 ,6925.00 ,6825.00 ,6825.00 ,5652.47 ,17687600.00 
2020-01-09,6800.00 ,6875.00 ,6750.00 ,6875.00 ,5693.88 ,19691200.00 
2020-01-08,6700.00 ,6825.00 ,6700.00 ,6775.00 ,5611.06 ,15150400.00 
2020-01-07,6800.00 ,6825.00 ,6675.00 ,6775.00 ,5611.06 ,27963000.00 
2020-01-06,6900.00 ,6900.00 ,6750.00 ,6750.00 ,5590.35 ,22261900.00 
2020-01-03,6925.00 ,6950.00 ,6825.00 ,6950.00 ,5755.99 ,19068800.00 
2020-01-02,6925.00 ,6925.00 ,6775.00 ,6875.00 ,5693.88 ,15008600.00 
2019-12-30,6925.00 ,6950.00 ,6850.00 ,6925.00 ,5735.29 ,25494000.00 
2019-12-27,6925.00 ,6925.00 ,6850.00 ,6925.00 ,5735.29 ,13714400.00 
2019-12-26,6800.00 ,6950.00 ,6800.00 ,6875.00 ,5693.88 ,18685200.00 
2019-12-23,7000.00 ,7000.00 ,6775.00 ,6900.00 ,5714.58 ,23654800.00 
2019-12-20,6850.00 ,6925.00 ,6750.00 ,6925.00 ,5735.29 ,38886700.00 
2019-12-19,6875.00 ,6900.00 ,6775.00 ,6850.00 ,5673.17 ,17259400.00 
2019-12-18,6875.00 ,6925.00 ,6750.00 ,6900.00 ,5714.58 ,31614900.00 
2019-12-17,6975.00 ,7000.00 ,6875.00 ,6950.00 ,5755.99 ,29835500.00 
2019-12-16,6900.00 ,7025.00 ,6875.00 ,6975.00 ,5776.70 ,43517600.00 
2019-12-13,6700.00 ,6900.00 ,6700.00 ,6850.00 ,5673.17 ,66943600.00 
2019-12-12,6575.00 ,6600.00 ,6550.00 ,6550.00 ,5424.71 ,16626700.00 
2019-12-11,6675.00 ,6675.00 ,6550.00 ,6550.00 ,5424.71 ,22787600.00 
2019-12-10,6625.00 ,6750.00 ,6625.00 ,6650.00 ,5507.53 ,19229100.00 
2019-12-09,6775.00 ,6775.00 ,6625.00 ,6675.00 ,5528.24 ,16336900.00 
2019-12-06,6675.00 ,6775.00 ,6625.00 ,6775.00 ,5611.06 ,27395100.00 
2019-12-05,6600.00 ,6700.00 ,6550.00 ,6700.00 ,5548.94 ,26468200.00 
2019-12-04,6500.00 ,6575.00 ,6475.00 ,6550.00 ,5424.71 ,16154100.00 
2019-12-03,6650.00 ,6675.00 ,6525.00 ,6525.00 ,5404.01 ,15510600.00 
2019-12-02,6500.00 ,6650.00 ,6500.00 ,6650.00 ,5507.53 ,22114700.00 
2019-11-29,6400.00 ,6575.00 ,6375.00 ,6500.00 ,5383.30 ,33440400.00 
2019-11-28,6425.00 ,6425.00 ,6350.00 ,6400.00 ,5300.48 ,17353400.00 
2019-11-27,6400.00 ,6475.00 ,6350.00 ,6425.00 ,5321.19 ,37566700.00 
2019-11-26,6575.00 ,6575.00 ,6350.00 ,6350.00 ,5259.07 ,79166300.00 
2019-11-25,6600.00 ,6600.00 ,6475.00 ,6500.00 ,5383.30 ,24848800.00 
2019-11-22,6600.00 ,6650.00 ,6575.00 ,6625.00 ,5486.83 ,23600000.00 
2019-11-21,6550.00 ,6650.00 ,6525.00 ,6600.00 ,5466.12 ,19675100.00 
2019-11-20,6600.00 ,6675.00 ,6550.00 ,6625.00 ,5486.83 ,24083000.00 
2019-11-19,6650.00 ,6700.00 ,6575.00 ,6650.00 ,5507.53 ,18139800.00 
2019-11-18,6525.00 ,6600.00 ,6525.00 ,6600.00 ,5466.12 ,27729100.00 
2019-11-15,6650.00 ,6650.00 ,6475.00 ,6525.00 ,5404.01 ,30343300.00 
2019-11-14,6675.00 ,6700.00 ,6550.00 ,6575.00 ,5445.42 ,18695900.00 
2019-11-13,6775.00 ,6775.00 ,6675.00 ,6725.00 ,5569.65 ,20566300.00 
2019-11-12,6650.00 ,6800.00 ,6550.00 ,6775.00 ,5611.06 ,29633100.00 
2019-11-11,6650.00 ,6650.00 ,6550.00 ,6650.00 ,5507.53 ,19373700.00 
2019-11-08,6700.00 ,6700.00 ,6550.00 ,6625.00 ,5486.83 ,34878600.00 
2019-11-07,6925.00 ,6925.00 ,6650.00 ,6725.00 ,5569.65 ,29891900.00 
2019-11-06,6975.00 ,6975.00 ,6825.00 ,6850.00 ,5673.17 ,29565500.00 
2019-11-05,6775.00 ,6950.00 ,6750.00 ,6900.00 ,5714.58 ,42041800.00 
2019-11-04,6800.00 ,6825.00 ,6700.00 ,6700.00 ,5548.94 ,19339100.00 
2019-11-01,6975.00 ,6975.00 ,6725.00 ,6800.00 ,5631.76 ,17213000.00 
2019-10-31,6950.00 ,6975.00 ,6825.00 ,6950.00 ,5755.99 ,26502100.00 
2019-10-30,7000.00 ,7000.00 ,6875.00 ,6950.00 ,5755.99 ,22319800.00 
2019-10-29,6875.00 ,6975.00 ,6875.00 ,6975.00 ,5776.70 ,32681600.00 
2019-10-28,6800.00 ,6900.00 ,6775.00 ,6900.00 ,5714.58 ,12206400.00 
2019-10-25,6950.00 ,6975.00 ,6775.00 ,6800.00 ,5631.76 ,25245600.00 
2019-10-24,6800.00 ,6975.00 ,6750.00 ,6950.00 ,5755.99 ,44294700.00 
2019-10-23,6700.00 ,6775.00 ,6650.00 ,6750.00 ,5590.35 ,28015600.00 
2019-10-22,6750.00 ,6750.00 ,6550.00 ,6750.00 ,5590.35 ,32099000.00 
2019-10-21,6700.00 ,6750.00 ,6600.00 ,6725.00 ,5569.65 ,12245000.00 
2019-10-18,6650.00 ,6750.00 ,6550.00 ,6700.00 ,5548.94 ,38012800.00 
2019-10-17,6350.00 ,6625.00 ,6325.00 ,6625.00 ,5486.83 ,49979500.00 
2019-10-16,6400.00 ,6425.00 ,6300.00 ,6375.00 ,5279.78 ,32586000.00 
2019-10-15,6400.00 ,6425.00 ,6350.00 ,6400.00 ,5300.48 ,20590600.00 
2019-10-14,6550.00 ,6600.00 ,6375.00 ,6425.00 ,5321.19 ,21236100.00 
2019-10-11,6275.00 ,6475.00 ,6275.00 ,6475.00 ,5362.60 ,16181100.00 
2019-10-10,6275.00 ,6350.00 ,6250.00 ,6275.00 ,5196.96 ,12172600.00 
2019-10-09,6300.00 ,6350.00 ,6250.00 ,6275.00 ,5196.96 ,15376200.00 
2019-10-08,6325.00 ,6400.00 ,6275.00 ,6350.00 ,5259.07 ,25385900.00 
2019-10-07,6400.00 ,6450.00 ,6300.00 ,6325.00 ,5238.37 ,13250100.00 
2019-10-04,6550.00 ,6550.00 ,6400.00 ,6425.00 ,5273.98 ,10680600.00 
2019-10-03,6400.00 ,6500.00 ,6300.00 ,6475.00 ,5315.02 ,20769800.00 
2019-10-02,6500.00 ,6550.00 ,6450.00 ,6450.00 ,5294.50 ,11128500.00 
2019-10-01,6550.00 ,6625.00 ,6550.00 ,6550.00 ,5376.59 ,7452500.00 
2019-09-30,6650.00 ,6675.00 ,6575.00 ,6600.00 ,5417.63 ,21089600.00 
2019-09-27,6700.00 ,6700.00 ,6600.00 ,6650.00 ,5458.67 ,9831000.00 
2019-09-26,6575.00 ,6700.00 ,6525.00 ,6700.00 ,5499.71 ,37979500.00 
2019-09-25,6400.00 ,6500.00 ,6400.00 ,6500.00 ,5335.54 ,17781500.00 
2019-09-24,6575.00 ,6625.00 ,6450.00 ,6475.00 ,5315.02 ,29738600.00 
2019-09-23,6575.00 ,6625.00 ,6550.00 ,6625.00 ,5438.15 ,14044900.00 
2019-09-20,6575.00 ,6600.00 ,6525.00 ,6575.00 ,5397.11 ,45888900.00 
2019-09-19,6725.00 ,6725.00 ,6575.00 ,6600.00 ,5417.63 ,13478800.00 
2019-09-18,6525.00 ,6700.00 ,6500.00 ,6700.00 ,5499.71 ,24627700.00 
2019-09-17,6700.00 ,6725.00 ,6475.00 ,6475.00 ,5315.02 ,27745300.00 
2019-09-16,6750.00 ,6775.00 ,6575.00 ,6700.00 ,5499.71 ,25529200.00 
2019-09-13,6850.00 ,6875.00 ,6725.00 ,6750.00 ,5540.76 ,13398000.00 
2019-09-12,6900.00 ,6925.00 ,6750.00 ,6750.00 ,5540.76 ,18842400.00 
2019-09-11,6700.00 ,6925.00 ,6675.00 ,6925.00 ,5684.41 ,29449700.00 
2019-09-10,6675.00 ,6725.00 ,6600.00 ,6675.00 ,5479.19 ,20241600.00 
2019-09-09,6750.00 ,6750.00 ,6625.00 ,6650.00 ,5458.67 ,21619600.00 
2019-09-06,6725.00 ,6750.00 ,6650.00 ,6750.00 ,5540.76 ,21425300.00 
2019-09-05,6575.00 ,6700.00 ,6525.00 ,6700.00 ,5499.71 ,26551900.00 
2019-09-04,6475.00 ,6500.00 ,6375.00 ,6500.00 ,5335.54 ,25562700.00 
2019-09-03,6600.00 ,6600.00 ,6400.00 ,6475.00 ,5315.02 ,26812500.00 
2019-09-02,6725.00 ,6725.00 ,6550.00 ,6550.00 ,5376.59 ,18009100.00 
2019-08-30,6500.00 ,6750.00 ,6475.00 ,6675.00 ,5479.19 ,53158400.00 
2019-08-29,6475.00 ,6500.00 ,6425.00 ,6425.00 ,5273.98 ,18028100.00 
2019-08-28,6525.00 ,6575.00 ,6425.00 ,6450.00 ,5294.50 ,28499000.00 
2019-08-27,6625.00 ,6625.00 ,6500.00 ,6525.00 ,5356.06 ,79684000.00 
2019-08-26,6475.00 ,6650.00 ,6425.00 ,6575.00 ,5397.11 ,24275700.00 
2019-08-23,6350.00 ,6575.00 ,6275.00 ,6575.00 ,5397.11 ,35340800.00 
2019-08-22,6375.00 ,6400.00 ,6250.00 ,6325.00 ,5191.90 ,53070300.00 
2019-08-21,6425.00 ,6500.00 ,6350.00 ,6350.00 ,5212.42 ,21306900.00 
2019-08-20,6475.00 ,6500.00 ,6375.00 ,6425.00 ,5273.98 ,29465900.00 
2019-08-19,6600.00 ,6600.00 ,6425.00 ,6425.00 ,5273.98 ,31718800.00 
2019-08-16,6575.00 ,6600.00 ,6500.00 ,6500.00 ,5335.54 ,24416100.00 
2019-08-15,6600.00 ,6625.00 ,6500.00 ,6525.00 ,5356.06 ,36960700.00 
2019-08-14,6725.00 ,6750.00 ,6600.00 ,6675.00 ,5479.19 ,36012100.00 
2019-08-13,6750.00 ,6750.00 ,6600.00 ,6675.00 ,5479.19 ,34123600.00 
2019-08-12,6850.00 ,6850.00 ,6725.00 ,6750.00 ,5540.76 ,17186100.00 
2019-08-09,6900.00 ,6950.00 ,6775.00 ,6775.00 ,5561.28 ,22712900.00 
2019-08-08,6750.00 ,6950.00 ,6750.00 ,6900.00 ,5663.88 ,31521500.00 
2019-08-07,6750.00 ,6850.00 ,6725.00 ,6725.00 ,5520.24 ,31631500.00 
2019-08-06,6800.00 ,6900.00 ,6750.00 ,6750.00 ,5540.76 ,55429900.00 
2019-08-05,6975.00 ,7025.00 ,6900.00 ,6925.00 ,5684.41 ,44819000.00 
2019-08-02,6950.00 ,7100.00 ,6950.00 ,7075.00 ,5807.53 ,40942800.00 
2019-08-01,7000.00 ,7075.00 ,6975.00 ,7025.00 ,5766.49 ,37270900.00 
2019-07-31,7150.00 ,7200.00 ,7000.00 ,7000.00 ,5745.97 ,61515300.00 
2019-07-30,7175.00 ,7275.00 ,7175.00 ,7275.00 ,5971.71 ,30765800.00 
2019-07-29,7075.00 ,7175.00 ,7050.00 ,7175.00 ,5889.62 ,18841000.00 
2019-07-26,7175.00 ,7175.00 ,7075.00 ,7075.00 ,5807.53 ,26627900.00 
2019-07-25,7225.00 ,7300.00 ,7175.00 ,7300.00 ,5992.23 ,35643500.00 
2019-07-24,7225.00 ,7250.00 ,7175.00 ,7175.00 ,5889.62 ,25597700.00 
2019-07-23,7150.00 ,7200.00 ,7125.00 ,7150.00 ,5869.10 ,25156100.00 
2019-07-22,7100.00 ,7150.00 ,7050.00 ,7100.00 ,5828.06 ,18040600.00 
2019-07-19,7175.00 ,7200.00 ,7075.00 ,7100.00 ,5828.06 ,28008400.00 
2019-07-18,7100.00 ,7200.00 ,7075.00 ,7150.00 ,5869.10 ,22334900.00 
2019-07-17,7400.00 ,7400.00 ,7100.00 ,7100.00 ,5828.06 ,56668400.00 
2019-07-16,7450.00 ,7475.00 ,7400.00 ,7450.00 ,6115.35 ,18188000.00 
2019-07-15,7500.00 ,7500.00 ,7400.00 ,7425.00 ,6094.83 ,26628700.00 
2019-07-12,7500.00 ,7500.00 ,7400.00 ,7450.00 ,6115.35 ,31711400.00 
2019-07-11,7475.00 ,7525.00 ,7425.00 ,7525.00 ,6176.92 ,33821300.00 
2019-07-10,7325.00 ,7450.00 ,7300.00 ,7450.00 ,6115.35 ,39466400.00 
2019-07-09,7325.00 ,7325.00 ,7225.00 ,7275.00 ,5971.71 ,21689700.00 
2019-07-08,7225.00 ,7325.00 ,7175.00 ,7300.00 ,5992.23 ,20878100.00 
2019-07-05,7200.00 ,7250.00 ,7150.00 ,7150.00 ,5869.10 ,17084700.00 
2019-07-04,7300.00 ,7300.00 ,7200.00 ,7250.00 ,5951.18 ,25196500.00 
2019-07-03,7275.00 ,7350.00 ,7225.00 ,7275.00 ,5971.71 ,30525700.00 
2019-07-02,7400.00 ,7400.00 ,7250.00 ,7300.00 ,5992.23 ,30466600.00 
2019-07-01,7475.00 ,7500.00 ,7300.00 ,7375.00 ,6053.79 ,28466100.00 
2019-06-28,7400.00 ,7475.00 ,7350.00 ,7450.00 ,6115.35 ,22286100.00 
2019-06-27,7250.00 ,7425.00 ,7250.00 ,7375.00 ,6053.79 ,24916300.00 
2019-06-26,7375.00 ,7375.00 ,7225.00 ,7250.00 ,5951.18 ,20215500.00 
2019-06-25,7275.00 ,7400.00 ,7275.00 ,7350.00 ,6033.27 ,23606900.00 
2019-06-24,7375.00 ,7450.00 ,7300.00 ,7350.00 ,6033.27 ,23779400.00 
2019-06-21,7625.00 ,7625.00 ,7350.00 ,7450.00 ,6115.35 ,72597200.00 
